"","Month","LongDes","TotItemQty","Brand"
"2301",6,"DREYERS NEAPOLITAN",11,"OTHER"
"2302",6,"DREYERS NSA BUTTER PECAN",16,"OTHER"
"2303",6,"DREYERS NSA FDG TRACKS",9,"OTHER"
"2304",6,"DREYERS NSA VANILLA",20,"OTHER"
"2305",6,"DREYERS ROCKY ROAD ICRM",4,"OTHER"
"2306",6,"DREYERS VANILLA ICE CREAM",28,"OTHER"
"2307",6,"DREYERS YOG KEY LIME PIE",3,"OTHER"
"2308",6,"DREYERS YOGURT FF VAN",1,"OTHER"
"2309",6,"DREYRS SC YOG CRML PRALINE",5,"OTHER"
"2310",6,"DRUMSTICK NESTLE CRUNCH DPED",91,"OTHER"
"2311",6,"DRUMSTICK VANILLA",43,"OTHER"
"2312",6,"DRYRD FRUIT BAR NSA VARIETY",105,"OTHER"
"2313",6,"DRYRS LOADED BUTTERFINGER",14,"OTHER"
"2314",6,"DRYRS LT S/CHRN CKIES/CRM",6,"OTHER"
"2315",6,"DRYRS LT S/CHRN FDG TRACKS",12,"OTHER"
"2316",6,"DRYRS LT S/CHRN LIMITED",3,"OTHER"
"2317",6,"DRYRS LT S/CHRN VAN BEAN",12,"OTHER"
"2318",6,"DRYRS SC YOG CAPPUCCINO CHP",2,"OTHER"
"2319",6,"DRYRS SC YOG CHOC FDG BRWN",6,"OTHER"
"2320",6,"ESKIMO PIE NSA DARK CHOC",5,"OTHER"
"2321",6,"F'REAL MILKSHAKE CAKE BATTER",34,"OTHER"
"2322",6,"FREAL BL/RSP/POM SMOOTHIE",18,"OTHER"
"2323",6,"FREAL CAPPUCCINO COFFEE",31,"OTHER"
"2324",6,"FREAL MALT MILKSHAKE",13,"OTHER"
"2325",6,"FREAL MANGO SMOOTHIE",4,"OTHER"
"2326",6,"FREAL MILKSHAKE CHOC",18,"OTHER"
"2327",6,"FREAL MILKSHAKE CKIES N CRM",78,"OTHER"
"2328",6,"FREAL MILKSHAKE MINT",17,"OTHER"
"2329",6,"FREAL MILKSHAKE REESES",41,"OTHER"
"2330",6,"FREAL MILKSHAKE STRW",39,"OTHER"
"2331",6,"FREAL MILKSHAKE VAN",26,"OTHER"
"2332",6,"FREAL SMOOTHIE BB RSP PMGRNTE 16OZ",1,"OTHER"
"2333",6,"FREAL STRW/BAN SMOOTHIE",21,"OTHER"
"2334",6,"FRTARE STRW,MXD BRY,MILK",12,"OTHER"
"2335",6,"FRUITTARE FRT MILK BANANA",13,"OTHER"
"2336",6,"FRUITTARE REAL FRT MANGO",12,"OTHER"
"2337",6,"GANDY I. CRM MOOSE TRACKS",47,"OTHER"
"2338",6,"GANDY I.CRM CARAMEL CARIBOU",29,"OTHER"
"2339",6,"GANDY I.CRM CHERRY VANILLA",17,"OTHER"
"2340",6,"GANDY I.CRM NEAPOLITAN",9,"OTHER"
"2341",6,"GANDY ICE CRM CHOCOLATE",20,"OTHER"
"2342",6,"GANDY ICE CRM VANILLA",69,"OTHER"
"2343",6,"GANDY SLIM & TRM VANILLA",25,"OTHER"
"2344",6,"GANDYS VANILLA ICE CREAM 4QT",154,"OTHER"
"2345",6,"GELATO CRML TFFEE CRNCH",7,"OTHER"
"2346",6,"GELATO EXPRSSO CPPCCNO CR",7,"OTHER"
"2347",6,"GELATO ROMAN CRM SWRL",8,"OTHER"
"2348",6,"GELATO TIRAMISU CHOC CFFE",5,"OTHER"
"2349",6,"HAAGEN DAZ CUP CHOC PNUT BTTR",122,"OTHER"
"2350",6,"HAAGEN DAZ VAN YOGURT",7,"OTHER"
"2351",6,"HAAGEN DAZS BTR PECAN",54,"OTHER"
"2352",6,"HAAGEN DAZS CHOC ICE CREAM",32,"OTHER"
"2353",6,"HAAGEN DAZS CHOC PNUT BTTR",35,"OTHER"
"2354",6,"HAAGEN DAZS COFFEE IC",80,"OTHER"
"2355",6,"HAAGEN DAZS CUP CHOCOLATE",118,"OTHER"
"2356",6,"HAAGEN DAZS CUP COFFEE",126,"OTHER"
"2357",6,"HAAGEN DAZS CUP VANILLA",91,"OTHER"
"2358",6,"HAAGEN DAZS GELATO CUP SEA SLT CRML",71,"OTHER"
"2359",6,"HAAGEN DAZS GELATO DRK CHOC CHP",16,"OTHER"
"2360",6,"HAAGEN DAZS GELATO LIMONCELLO",25,"OTHER"
"2361",6,"HAAGEN DAZS GELATO SEA SALT CRML",32,"OTHER"
"2362",6,"HAAGEN DAZS GELATO STRACCIATELL",16,"OTHER"
"2363",6,"HAAGEN DAZS GELATO VAN BEAN",12,"OTHER"
"2364",6,"HAAGEN DAZS RUM RAISIN",25,"OTHER"
"2365",6,"HAAGEN-DAZ VAN BEAN",29,"OTHER"
"2366",6,"HAAGN DAZ GELATO CAPPUCCINO",15,"OTHER"
"2367",6,"HAG DAZ VANILLA",50,"OTHER"
"2368",6,"HAGEN DAZ CHOCOLATE",43,"OTHER"
"2369",6,"HAGEN DAZ COFFEE",47,"OTHER"
"2370",6,"HAGEN DAZ STWBRRY IC",35,"OTHER"
"2371",6,"HAGEN DAZ VANILLA ICE CREAM",34,"OTHER"
"2372",6,"HAGEN DAZS CHOC CHOC CHP",32,"OTHER"
"2373",6,"HAGEN DAZS VAN SWSS ALMD",22,"OTHER"
"2374",6,"HAGN DAZ GELATO BLK CHRY AMRTO",19,"OTHER"
"2375",6,"HD CARAMEL CONE CUP",72,"OTHER"
"2376",6,"HD SNACK VAN & ALMND",25,"OTHER"
"2377",6,"HD VAN CHOC PNUT BTR BAR",22,"OTHER"
"2378",6,"HGN DAZS CUP DULC DE LECHE",87,"OTHER"
"2379",6,"JLLY LLMA SORBET 4SQZ PNAPLE",2,"OTHER"
"2380",6,"JOLLY LLAMA SORBET 45QZUP BAN CCNUT",1,"OTHER"
"2381",6,"JOLLY LLAMA SORBET 45QZUP MANGO",6,"OTHER"
"2382",6,"JOLLY LLAMA SORBET 45QZUP RSPBRY",4,"OTHER"
"2383",6,"JOLLY LLAMA SORBET 45QZUP STRWBRY",7,"OTHER"
"2384",6,"JULIES BLACKBERRY SORBET BAR",4,"OTHER"
"2385",6,"JULIES FUDGE BAR",4,"OTHER"
"2386",6,"JULIES ICRM SANDWICH",7,"OTHER"
"2387",6,"KEMPS FF CHOC FRZN YOG",41,"OTHER"
"2388",6,"KEMPS FF CRML PRALINE YOG",25,"OTHER"
"2389",6,"KEMPS FF NSA VAN YOG",33,"OTHER"
"2390",6,"KEMPS FF STRW FRZN YOG",14,"OTHER"
"2391",6,"KEMPS FF VAN FRZN YOG",22,"OTHER"
"2392",6,"KEMPS LF BLK JCK CHRY YOG",20,"OTHER"
"2393",6,"KEMPS LF BTTR PECAN YOG",16,"OTHER"
"2394",6,"KEMPS LF CHOC ALMND",7,"OTHER"
"2395",6,"KEMPS LF CRML BROWNIE YOG",18,"OTHER"
"2396",6,"KEMPS LF MOOSE TRKS YOG",39,"OTHER"
"2397",6,"KEMPS LF SEA SALT CRML YOG",12,"OTHER"
"2398",6,"KEMPS LF VAN BEAN YOG",37,"OTHER"
"2399",6,"KLNDK CKS CRM KANDY BAR",21,"OTHER"
"2400",6,"KLNDK CRML PNUT KANDY BAR",28,"OTHER"
"2401",6,"KLNDK FDGE CRNCH KANDY BR",16,"OTHER"
"2402",6,"KLONDIKE HEATH BAR",63,"OTHER"
"2403",6,"KLONDIKE MINT CHOC CHIP",49,"OTHER"
"2404",6,"KLONDIKE ORIGINAL VAN",88,"OTHER"
"2405",6,"KLONDIKE RED FAT NSA",44,"OTHER"
"2406",6,"KLONDIKE VANILLA SANDWICH",88,"OTHER"
"2407",6,"LIFEWAY KEFIR TT MANGO",23,"OTHER"
"2408",6,"LIFEWAY KEFIR TT ORIGINAL",15,"OTHER"
"2409",6,"LIFEWAY KEFIR TT PMGRANT",21,"OTHER"
"2410",6,"LIFEWAY KEFIR TT STRWBRY",37,"OTHER"
"2411",6,"LUIGIS ITAL ICE VARTY PK",55,"OTHER"
"2412",6,"LUIGIS ITALIAN ICE CHERRY",37,"OTHER"
"2413",6,"LUIGIS ITALIAN ICE NS VRTY",28,"OTHER"
"2414",6,"M/MAID SFT FRZN LEMONADE",37,"OTHER"
"2415",6,"M/MAID SFT FRZN LIMEADE",36,"OTHER"
"2416",6,"MAGNOLIA ICE CREAM CCNUT",11,"OTHER"
"2417",6,"MAGNOLIA ICE CREAM TRPCL AVCDO",21,"OTHER"
"2418",6,"MAGNOLIA ICE CREAM TRPCL UBE",17,"OTHER"
"2419",6,"MAGNUM DBL CRML IC BARS",61,"OTHER"
"2420",6,"MAGNUM GOLD 3PK",28,"OTHER"
"2421",6,"MGNM MINI ALMND WHT VRTY",48,"OTHER"
"2422",6,"MINUTE MAID JUICE BARS",40,"OTHER"
"2423",6,"MONSTER MUNCH BOOGER BATTER",3,"OTHER"
"2424",6,"MONSTER MUNCH POLAR BEAR POOP",3,"OTHER"
"2425",6,"MONSTER MUNCH SPECKLED SLIME",2,"OTHER"
"2426",6,"MONSTER MUNCH T REX ROX",1,"OTHER"
"2427",6,"MOUNDS ICRM BARS",17,"OTHER"
"2428",6,"NE CLASSIC DRMSTICK COMBO",105,"OTHER"
"2429",6,"NE CLASSIC DRMSTK VNLLA",172,"OTHER"
"2430",6,"NESTLE LIL DRUM CHOC SWIRL",30,"OTHER"
"2431",6,"OSD ND CHOC VELVET OG",3,"OTHER"
"2432",6,"OSD ND CREAMY VANILLA OG",15,"OTHER"
"2433",6,"OSD ND NEOPOLITAN",8,"OTHER"
"2434",6,"POPSICLE FIRECRACKER JR",93,"OTHER"
"2435",6,"POPSICLE FUDGSICLE NSA",101,"OTHER"
"2436",6,"POPSICLE OR/GR/CHRY",107,"OTHER"
"2437",6,"POPSICLE S/F OR/CH/GR",151,"OTHER"
"2438",6,"POPSICLE SCRIBBLERS",97,"OTHER"
"2439",6,"POPSICLE SF ORG/CHRY/GRP",66,"OTHER"
"2440",6,"POPSICLE SF TROPICALS",75,"OTHER"
"2441",6,"PPSCL JB TFRTI,VN CHRY,BL",33,"OTHER"
"2442",6,"PPSCLE REDS CHRY,RSP,STRW",70,"OTHER"
"2443",6,"RBYS RCKT DSSRT FRZ GLXY",3,"OTHER"
"2444",6,"RBYS RCKT DSSRT FRZ ORBT",1,"OTHER"
"2445",6,"RBYS RCKT DSSRT FRZ RCK",7,"OTHER"
"2446",6,"REESE'S ICE CREAM CUP",70,"OTHER"
"2447",6,"RICE DREAM BITES VAN",15,"OTHER"
"2448",6,"RICE DREAM VAN",15,"OTHER"
"2449",6,"S.COW CHOC.VAN SANDWICH",54,"OTHER"
"2450",6,"S/COW NSA VANILLA SANDWICH",59,"OTHER"
"2451",6,"SCOOPS BANANA NUT",17,"OTHER"
"2452",6,"SCOOPS BUTTER PECAN",24,"OTHER"
"2453",6,"SCOOPS CHOCOLATE",53,"OTHER"
"2454",6,"SCOOPS CHOCOLATE CHIP",26,"OTHER"
"2455",6,"SCOOPS COOKIES & CREAM",43,"OTHER"
"2456",6,"SCOOPS LOWFAT CHOCOLATE",7,"OTHER"
"2457",6,"SCOOPS LOWFAT VANILLA",7,"OTHER"
"2458",6,"SCOOPS MUDSLIDE COFFEE I/C",31,"OTHER"
"2459",6,"SCOOPS NEOPOLITAN",32,"OTHER"
"2460",6,"SCOOPS ROCKY ROAD",26,"OTHER"
"2461",6,"SCOOPS STRAWBERRY",20,"OTHER"
"2462",6,"SCOOPS TSTD ALMOND FUDGE",52,"OTHER"
"2463",6,"SCOOPS VANILLA",170,"OTHER"
"2464",6,"SCOOPS VANILLA FUDGE",15,"OTHER"
"2465",6,"SK ICE CRM SAND LF VAN",38,"OTHER"
"2466",6,"SKINNY COW COOKIES & CRM",74,"OTHER"
"2467",6,"SKINNY COW FUDGE BAR",36,"OTHER"
"2468",6,"SLIM A BEAR 100CAL VAN BAR",71,"OTHER"
"2469",6,"SLIM ABEAR 100CA TOFF/FRVAN",68,"OTHER"
"2470",6,"SNICKERS BAR",183,"OTHER"
"2471",6,"SNICKERS ICE CRM BARS",79,"OTHER"
"2472",6,"SO DEL BAR CNUT ICRM ALM",32,"OTHER"
"2473",6,"SO DEL CNUT BAN SPLT MINI SNDW",8,"OTHER"
"2474",6,"SO DEL COCNT CHOC ICRM",10,"OTHER"
"2475",6,"SO DEL COCONT CKY DGH",22,"OTHER"
"2476",6,"SO DEL COCONT MLK ICRM",4,"OTHER"
"2477",6,"SO DEL COCONT MOCHA",17,"OTHER"
"2478",6,"SO DEL COCONT VAN",25,"OTHER"
"2479",6,"SO DELICIO SYICRM MIN SAN VAN",9,"OTHER"
"2480",6,"SORBETTO BLOOD ORANGE",7,"OTHER"
"2481",6,"SORBETTO LEMON",8,"OTHER"
"2482",6,"SOUR POP GREEN APPLE",14,"OTHER"
"2483",6,"SOY DELC CHOC OBESSN OG2",7,"OTHER"
"2484",6,"STN RDG BAN SPLT ICRM",52,"OTHER"
"2485",6,"STN RDG CH ALM FDG ICRM",81,"OTHER"
"2486",6,"STN RDG CH CHRY BRDX ICRM",56,"OTHER"
"2487",6,"STN RDG CHC CHP ICRM SCRND",46,"OTHER"
"2488",6,"STN RDG CHOC ICRM SCRND",110,"OTHER"
"2489",6,"STN RDG CKS N CRM ICRM SC",82,"OTHER"
"2490",6,"STN RDG CRM PRLN PCN ICRM",100,"OTHER"
"2491",6,"STN RDG CRML CHSCK ICRM",52,"OTHER"
"2492",6,"STN RDG CRML WFL CNE ICRM",65,"OTHER"
"2493",6,"STN RDG DB BRY CHSCK ICRM",46,"OTHER"
"2494",6,"STN RDG DBL VAN ICRM",177,"OTHER"
"2495",6,"STN RDG FR VAN ICRM SCRND",138,"OTHER"
"2496",6,"STN RDG IC SNDWCH",236,"OTHER"
"2497",6,"STN RDG KRNCH ICRM BAR",39,"OTHER"
"2498",6,"STN RDG MINI SNDWCH",34,"OTHER"
"2499",6,"STN RDG NPLTN ICRM SCRND",76,"OTHER"
"2500",6,"STN RDG ORANGE SHERBET",20,"OTHER"
"2501",6,"STN RDG PISTCH ICRM SCRND",53,"OTHER"
"2502",6,"STN RDG PNT BTR CUP ICRM",95,"OTHER"
"2503",6,"STN RDG POLAR ICECRM BAR",4,"OTHER"
"2504",6,"STN RDG RAINBOW SHERBET",57,"OTHER"
"2505",6,"STN RDG RASP SHERBET",41,"OTHER"
"2506",6,"STN RDG SLTD CRML ICRM",49,"OTHER"
"2507",6,"STN RDG SPUMONI ICRM",41,"OTHER"
"2508",6,"STN RDG STRW ICRM SCRND",68,"OTHER"
"2509",6,"STN RDG VAN ICRM BRS",48,"OTHER"
"2510",6,"STN RDG VAN ICRM SCRND",175,"OTHER"
"2511",6,"STN RDG VANILLA CONE",83,"OTHER"
"2512",6,"STN RDG VRTY CONE",101,"OTHER"
"2513",6,"STNYFLD FRZN YOG DRK CHOC",11,"OTHER"
"2514",6,"STNYFLD LF MNT CHO YGRT OG2",6,"OTHER"
"2515",6,"STNYFLD NF VAN FDG YGRT OG2",18,"OTHER"
"2516",6,"STNYFLD NF VAN YOGRT OG2",15,"OTHER"
"2517",6,"STNYFLD YGRT FRZ NF BAR VAN W/CHOC",18,"OTHER"
"2518",6,"STONY YGRT GRK FRZ FF VAN",14,"OTHER"
"2519",6,"STONY YOGURT FRZ FF BLBRY",10,"OTHER"
"2520",6,"STONY YOGURT FRZ FF CHOC",19,"OTHER"
"2521",6,"STONY YOGURT FRZ FF HONEY",8,"OTHER"
"2522",6,"SV ASSTD POPS",28,"OTHER"
"2523",6,"SV CHOC CHIP ICRM SQUARE",19,"OTHER"
"2524",6,"SV CHOC ICE CREAM SQUARE",1,"OTHER"
"2525",6,"SV CHOC PAIL ICE CREAM",83,"OTHER"
"2526",6,"SV FUDGE BARS",27,"OTHER"
"2527",6,"SV NEAPLTN ICE CRM SQUARE",19,"OTHER"
"2528",6,"SV NEAPOLITAN PAIL ICECRM",100,"OTHER"
"2529",6,"SV RD WHT BLUE POPS",10,"OTHER"
"2530",6,"SV STRW PAIL ICE CREAM",51,"OTHER"
"2531",6,"SV VAN ICE CREAM SQUARE",18,"OTHER"
"2532",6,"SV VANILLA PAIL ICE CREAM",248,"OTHER"
"2533",6,"SWT FRDM VAN ICRM CONE",11,"OTHER"
"2534",6,"SYDRM BTR PCAN DSERT",18,"OTHER"
"2535",6,"TALENTI BLOOD ORANGE SORBETTO",19,"OTHER"
"2536",6,"TALENTI GEL FUDGE BROWNIE",56,"OTHER"
"2537",6,"TALENTI GELATO CARIBBEAN COCONUT",48,"OTHER"
"2538",6,"TALENTI GELATO CH/PNT BTR CUP",82,"OTHER"
"2539",6,"TALENTI GELATO CRML CKIE CRNCH",115,"OTHER"
"2540",6,"TALENTI GELATO DBE DRK CHOC",66,"OTHER"
"2541",6,"TALENTI GELATO MILK CHOC",54,"OTHER"
"2542",6,"TALENTI GELATO PISTACHIO",56,"OTHER"
"2543",6,"TALENTI GELATO ROMAN RASP SORBETTO",64,"OTHER"
"2544",6,"TALENTI GELATO SCLN PSTCHO",1,"OTHER"
"2545",6,"TALENTI GELATO SEA SALT",116,"OTHER"
"2546",6,"TALENTI GELATO VANILLA BEAN",87,"OTHER"
"2547",6,"TFTT CUTIS MNT CHCHP DF",11,"OTHER"
"2548",6,"THR TWNS IC CRM STRWBRY",4,"OTHER"
"2549",6,"THREE TWINS ICE CRM CRML",1,"OTHER"
"2550",6,"THREE TWINS ICECRM SNDWCH",8,"OTHER"
"2551",6,"THREE TWNS ICE CRM CHOC",6,"OTHER"
"2552",6,"THREE TWNS ICE CRM VAN",3,"OTHER"
"2553",6,"THREE TWNS ICE CRM VAN C",2,"OTHER"
"2554",6,"TLNTI GEL BLK RSP CHC CHP",37,"OTHER"
"2555",6,"TOFUTTI CUTIES CHOCOLATE",15,"OTHER"
"2556",6,"TOFUTTI CUTIES VANILLA",18,"OTHER"
"2557",6,"WONKA PUSH UP 9 CT BOX",32,"OTHER"
"2558",6,"WW BLBRY SWRL BARS",57,"OTHER"
"2559",6,"WW BLK CHRY SWRL GRK FRZN",8,"OTHER"
"2560",6,"WW CANDY BARS 6/2 FL OZ",79,"OTHER"
"2561",6,"WW CHOC SMTH BARS",24,"OTHER"
"2562",6,"WW CKIES&CRM BARS",53,"OTHER"
"2563",6,"WW DIVINE TRIPLE CHOCOLATE BARS",38,"OTHER"
"2564",6,"WW DRK CHC DULCE DE LECHE",40,"OTHER"
"2565",6,"WW DRK CHOC RSPB BARS",65,"OTHER"
"2566",6,"WW ENGLSH TFEE CRCH BAR",108,"OTHER"
"2567",6,"WW GIANT CHOC FUDGE BAR",129,"OTHER"
"2568",6,"WW GIANT LATTE BAR",36,"OTHER"
"2569",6,"WW PCH SWIRL BARS",45,"OTHER"
"2570",6,"WW SLTD CRML ICECRM BAR",95,"OTHER"
"2571",6,"WW SNACK SIZE VAN FUDGE SWRL CONES",54,"OTHER"
"2572",6,"WW SNK SZ CHOC FDG BARS",69,"OTHER"
"2573",6,"WW SNK SZ VP ICE CRM SNDWCH",30,"OTHER"
"2574",6,"WW STRAW SWRL GRK FRZN YOG",17,"OTHER"
"2575",6,"WW STRW SMOOTHIE BARS",42,"OTHER"
"2576",6,"WW VAN RND ICE CRM SNDWCH",73,"OTHER"
"2577",6,"YASSO BLBRY BAR",21,"OTHER"
"2578",6,"YASSO COCONUT BAR",25,"OTHER"
"2579",6,"YASSO MANGO BAR",12,"OTHER"
"2580",6,"YASSO RASP BAR",19,"OTHER"
"2581",6,"YASSO STRW BAR",12,"OTHER"
"2582",6,"YORK PEPPERMINT ICRM PATTY",20,"OTHER"
"2583",7,"*CV*DIPPIN DOT COTTON CANDY",34,"OTHER"
"2584",7,"*CV*DIPPIN DOTS BAN SPLIT",55,"OTHER"
"2585",7,"*CV*DIPPIN DOTS BIRTHDAY CAKE",41,"OTHER"
"2586",7,"*CV*DIPPIN DOTS CHOC",31,"OTHER"
"2587",7,"*CV*DIPPIN DOTS CKIE DGH",43,"OTHER"
"2588",7,"*CV*DIPPIN DOTS CKIES/CRM",51,"OTHER"
"2589",7,"*CV*DIPPIN DOTS ICE RNBW",69,"OTHER"
"2590",7,"*CV*DIPPIN DOTS MINT CHOC",15,"OTHER"
"2591",7,"*CV*DIPPIN DOTS STRWBRY",6,"OTHER"
"2592",7,"*CV*DIPPIN DOTS VAN ICE CRM",72,"OTHER"
"2593",7,"*D*HD CHOCOLATE CUP",1,"OTHER"
"2594",7,"*D*WW SNCK SZ RD VELVET",2,"OTHER"
"2595",7,"*R* DREYERS FRT BAR LIME",60,"OTHER"
"2596",7,"*R* HD DULCE DE LECHE CARAMEL",57,"OTHER"
"2597",7,"*S*KEMP'S CANDY CANE ICECREAM",4,"OTHER"
"2598",7,"*S*KEMP'S CINNAMON ICECREAM",4,"OTHER"
"2599",7,"*S*KEMP'S PUMPKIN PIE ICECREAM",1,"OTHER"
"2600",7,"*Z*CADBURY CARAMELLO RED FAT IC BAR",2,"OTHER"
"2601",7,"ALDENS ICE CREAM CHOC CHP",9,"OTHER"
"2602",7,"ALDENS ICE CREAM CKIE CRM",5,"OTHER"
"2603",7,"ALDENS ICE CREAM VANILLA",33,"OTHER"
"2604",7,"ALDENS ICRM MINT CHIP OG2",6,"OTHER"
"2605",7,"ALMOND DREAM CAPP SWIRL",13,"OTHER"
"2606",7,"ALMOND DREAM CHOC",22,"OTHER"
"2607",7,"ALMOND DREAM CHOC BITES",7,"OTHER"
"2608",7,"ALMOND DREAM ICECRM SNDWCH",7,"OTHER"
"2609",7,"ALMOND DREAM PRLN CRNCH",50,"OTHER"
"2610",7,"ALMOND DREAM VNLA BITE",18,"OTHER"
"2611",7,"AMY'S DSRT N0NDRY CHO",2,"OTHER"
"2612",7,"AMY'S DSRT N0NDRY MINT",6,"OTHER"
"2613",7,"AMY'S DSRT N0NDRY MOCH",3,"OTHER"
"2614",7,"AMY'S DSRT N0NDRY VNL",1,"OTHER"
"2615",7,"ARTIC ZERO ICE CRM CHOC",34,"OTHER"
"2616",7,"ARTIC ZERO ICE CRM CHOC PNUT BTR",39,"OTHER"
"2617",7,"ARTIC ZERO ICE CRM COFFEE",15,"OTHER"
"2618",7,"ARTIC ZERO ICE CRM COOKIE N CRM",46,"OTHER"
"2619",7,"ARTIC ZERO ICE CRM MINT CHOC CKY",27,"OTHER"
"2620",7,"ARTIC ZERO ICE CRM VANILLA",65,"OTHER"
"2621",7,"B BELL ASST FRZN YOGURT HG",70,"OTHER"
"2622",7,"B BELL ASST GOLD ICE CRM HG",4319,"OTHER"
"2623",7,"B BELL BROWN RIM I/CREAM HG",1671,"OTHER"
"2624",7,"B BELL LIGHT I/CREAM HG",144,"OTHER"
"2625",7,"B BELL NO SUGAR ADDED HG",240,"OTHER"
"2626",7,"B BUNNY MINI SWRL VAN CONES",98,"OTHER"
"2627",7,"B&J BAN P/BTR GRK YOG",43,"OTHER"
"2628",7,"B&J BLBRY VAN GRHM GRK YOG",32,"OTHER"
"2629",7,"B&J CHEESECAKE BROWNIE",47,"OTHER"
"2630",7,"B&J CHERRY GARCIA",150,"OTHER"
"2631",7,"B&J CHERRY GARCIA CUP",156,"OTHER"
"2632",7,"B&J CHOC FDG BROWNIE",148,"OTHER"
"2633",7,"B&J CHOC FDG BROWNIE CUP",197,"OTHER"
"2634",7,"B&J CHOCC CHP COOKIE DOUGH",123,"OTHER"
"2635",7,"B&J CHUNKEY MONKEY",70,"OTHER"
"2636",7,"B&J CINNAMON BUNS",49,"OTHER"
"2637",7,"B&J COFFEE BUZZ",92,"OTHER"
"2638",7,"B&J COFFEE W/HEATH",58,"OTHER"
"2639",7,"B&J COOKIE DOUGH CUP",244,"OTHER"
"2640",7,"B&J FY CHERRY GARCIA",64,"OTHER"
"2641",7,"B&J KARAMEL SUTRA",99,"OTHER"
"2642",7,"B&J MILK & COOKIES",105,"OTHER"
"2643",7,"B&J NEW YORK SUPER FUDGE",35,"OTHER"
"2644",7,"B&J PEANUT BUTTER CUP",81,"OTHER"
"2645",7,"B&J PHISH FOOD PT",116,"OTHER"
"2646",7,"B&J PNT BTTR FUDGE CORE",73,"OTHER"
"2647",7,"B&J RASP FDG CHNK GRK YOG",24,"OTHER"
"2648",7,"B&J RED VELVET CAKE ICE CRM",53,"OTHER"
"2649",7,"B&J SLTD CARAMEL CORE",77,"OTHER"
"2650",7,"B&J STPHN COLBRT AMRICNE DREAM",119,"OTHER"
"2651",7,"B&J STRW SHRCK GRK YOG",23,"OTHER"
"2652",7,"B&J VANILLA",17,"OTHER"
"2653",7,"B.BELL FUDGE BARS",450,"OTHER"
"2654",7,"B/BNY SWT FREEDOM VAN SNK SZ CONES",32,"OTHER"
"2655",7,"BB BANANA FUDGE BAR",197,"OTHER"
"2656",7,"BB BDAY PARTY SNDWCH",44,"OTHER"
"2657",7,"BB BORDEAUX CHRY CHOC",14,"OTHER"
"2658",7,"BB BULLETS",137,"OTHER"
"2659",7,"BB CHAMP VAR PK CONES",50,"OTHER"
"2660",7,"BB CHOC & VAN CUPS 12CT",284,"OTHER"
"2661",7,"BB CHOC CHRY BARS",4,"OTHER"
"2662",7,"BB CHOC FUDGE BAR",91,"OTHER"
"2663",7,"BB CKS/CREAM SANDWICH SINGLE",328,"OTHER"
"2664",7,"BB CNTRY CONE CKS/CRM SGL",162,"OTHER"
"2665",7,"BB CNTRY CONE VANILLA SINGLE",159,"OTHER"
"2666",7,"BB CREME POPS",55,"OTHER"
"2667",7,"BB DIPPED COCONUT FRT BARS",112,"OTHER"
"2668",7,"BB FUDGE BOMBSTIK SINGLE",337,"OTHER"
"2669",7,"BB GREAT DIVIDE SINGLES",4,"OTHER"
"2670",7,"BB HOMEMADE VANILLA CUP SGL",162,"OTHER"
"2671",7,"BB ICE CREAM SANDWICH",259,"OTHER"
"2672",7,"BB ICE CREAM SANDWICH SINGLE",307,"OTHER"
"2673",7,"BB KRUNCH BAR SINGLE",116,"OTHER"
"2674",7,"BB LIME FRUIT BAR SNGLE",4,"OTHER"
"2675",7,"BB MINI SANDWICH",212,"OTHER"
"2676",7,"BB MINI SWIRL CRML CONES",59,"OTHER"
"2677",7,"BB MINI SWRL BDAY PRTY CONE",50,"OTHER"
"2678",7,"BB MIXED BERRIES FRT BARS",155,"OTHER"
"2679",7,"BB NEAO SANDWICH SINGLE",192,"OTHER"
"2680",7,"BB PREM BUNNY TRACKS",29,"OTHER"
"2681",7,"BB PREM BUTTER PECAN",24,"OTHER"
"2682",7,"BB PREM CHUNKY CHOC CHIP",15,"OTHER"
"2683",7,"BB PREM COOKIES N CREAM",23,"OTHER"
"2684",7,"BB PREM DBL STRWBRY",19,"OTHER"
"2685",7,"BB PREM HOMEMADE CHOC",19,"OTHER"
"2686",7,"BB PREM HOMEMADE VAN",50,"OTHER"
"2687",7,"BB PREM MINT CHOC CHIP",31,"OTHER"
"2688",7,"BB PREM NEAPOLITAN",18,"OTHER"
"2689",7,"BB PREM PNUT BTTR PANIC",31,"OTHER"
"2690",7,"BB PREM ROCKY ROAD",20,"OTHER"
"2691",7,"BB PREM TSTD ALMND FUDGE",17,"OTHER"
"2692",7,"BB RAINBOW FREEZE SINGLE",157,"OTHER"
"2693",7,"BB RAINBOW POP UPS SINGLE",137,"OTHER"
"2694",7,"BB SMPLY VAN SNCWCH",79,"OTHER"
"2695",7,"BB STRW FRUIT BARS",419,"OTHER"
"2696",7,"BB STRWBRRY DPPD FRT BARS",166,"OTHER"
"2697",7,"BB SUNDAE CUPS",82,"OTHER"
"2698",7,"BB SWEET FREEDOM VAN",26,"OTHER"
"2699",7,"BB SWT FRDM BAN SPLIT",18,"OTHER"
"2700",7,"BB SWT FRDM BTR PECAN",13,"OTHER"
"2701",7,"BB SWT FRDM BUNNY TRACKS",23,"OTHER"
"2702",7,"BB SWT FRDM VRTY PK BARS",26,"OTHER"
