"","month","LongDes","sum(ItemQuant)"
"469",2,"ALDENS ICE CREAM VANILLA 48OZ",34
"470",2,"ALDENS ICRM MINT CHIP OG2 48OZ",4
"471",2,"ALMD DRM BITES VAN 6.6 OZ",11
"472",2,"ALMD DRM CHOCOLATE FROZN 16 OZ",19
"473",2,"ALMD DRM PRALINE CRNCH 16OZ",62
"474",2,"ALMD DRM VANILLA FROZL 16 OZ",3
"475",2,"ARTIC ZERO ICE CRM CHOC",27
"476",2,"ARTIC ZERO ICE CRM CHOC PNUT BTTR",33
"477",2,"ARTIC ZERO ICE CRM COFFEE",32
"478",2,"ARTIC ZERO ICE CRM COOKIE N CRM",34
"479",2,"ARTIC ZERO ICE CRM MINT CHOC CKY",23
"480",2,"ARTIC ZERO ICE CRM VANILLA",49
"481",2,"B BELL ASST FRZN YOGURT HG 64OZ",81
"482",2,"B BELL ASST GOLD ICE CRM HG 64OZ",4630
"483",2,"B BELL BROWN RIM I/CREAM HG 64OZ",1493
"484",2,"B BELL LIGHT I/CREAM HG 64OZ",165
"485",2,"B BELL NO SUGAR ADDED HG 64OZ",258
"486",2,"B&J BAN P/BTR GRK YOG",28
"487",2,"B&J BLBRY VAN GRHM GRK YOG",15
"488",2,"B&J CHEESECAKE BROWNIE 16OZ",61
"489",2,"B&J CHERRY GARCIA 16OZ",101
"490",2,"B&J CHERRY GARCIA CUP 12PK",130
"491",2,"B&J CHOC FDG BROWNIE 16OZ",123
"492",2,"B&J CHOC FDG BROWNIE CUP 12PK",35
"493",2,"B&J CHOCC CHP COOKIE DOUGH 16OZ",68
"494",2,"B&J CHUNKEY MONKEY 16OZ",55
"495",2,"B&J CINNAMON BUNS 16OZ",67
"496",2,"B&J COFFEE BUZZ",45
"497",2,"B&J COFFEE W/HEATH 16OZ",72
"498",2,"B&J COOKIE DOUGH CUP 12PK",227
"499",2,"B&J FY CHERRY GARCIA",46
"500",2,"B&J KARAMEL SUTRA 16OZ",63
"501",2,"B&J LMN BLBRY GRK YOG",1
"502",2,"B&J MILK & COOKIES",91
"503",2,"B&J NEW YORK SUPER FUDGE 16OZ",31
"504",2,"B&J PEANUT BUTTER CUP 16OZ",41
"505",2,"B&J PHISH FOOD PT 16OZ",96
"506",2,"B&J RASP FDG CHNK GRK YOG",16
"507",2,"B&J RED VELVET CAKE ICE CRM",52
"508",2,"B&J STEPHEN COLBERTS AMERICONE DREAM",95
"509",2,"B&J STRW SHRCK GRK YOG",11
"510",2,"B&J VANILLA",17
"511",2,"B&J YOGURT CHERRY GARCIA",1
"512",2,"B.BELL FUDGE BARS 12EA",584
"513",2,"B/BNY SWEET FREEDOM VAN SNACK SIZE CONES",45
"514",2,"BB ALMOND BAR SINGLE 1EA",12
"515",2,"BB BANANA FUDGE BAR",333
"516",2,"BB BDAY PARTY SNDWCH 8PK",30
"517",2,"BB BULLETS 24EA",170
"518",2,"BB CHAMP VAR PK CONES",32
"519",2,"BB CHOC & VAN CUPS 12EA",265
"520",2,"BB CHOC CHIP COOKIE SINGLE 5,25OZ",140
"521",2,"BB CHOC CHRY BARS 12PK",39
"522",2,"BB CHOC FUDGE BAR",82
"523",2,"BB CKS/CREAM SANDWICH SINGLE 1EA",235
"524",2,"BB CNTRY CONE CKS/CRM SGL 1EA",174
"525",2,"BB CNTRY CONE VANILLA SINGLE 1EA",185
"526",2,"BB CREME POPS 24EA",52
"527",2,"BB DIPPED COCONUT FRT BARS",103
"528",2,"BB FUDGE BOMBSTIK SINGLE 1EA",350
"529",2,"BB GREAT DIVIDE SINGLES 1EA",29
"530",2,"BB HOMEMADE VANILLA CUP SGL 1EA",154
"531",2,"BB ICE CREAM SANDWICH 12EA",187
"532",2,"BB ICE CREAM SANDWICH SINGLE 1EA",213
"533",2,"BB KRUNCH BAR SINGLE 1EA",63
"534",2,"BB LIME FRUIT BAR SNGLE",5
"535",2,"BB MINI SANDWICH 24EA",151
"536",2,"BB MINI SWIRL CRML CONES 18OZ",35
"537",2,"BB MINT CCHIP BARS",72
"538",2,"BB MIXED BERRIES FRT BARS",151
"539",2,"BB NEAO SANDWICH SINGLE 5,75OZ",131
"540",2,"BB NSA MOOO BARS 12EA",92
"541",2,"BB RAINBOW FREEZE SINGLE 1EA",153
"542",2,"BB RAINBOW POP UPS SINGLE 1EA",101
"543",2,"BB SMPLY VAN SNCWCH 8PK",45
"544",2,"BB STRW FRUIT BARS",395
"545",2,"BB SUNDAE CUPS",81
"546",2,"BB TRPL DLGHT SNDWCH 8PK",39
"547",2,"BBELL ASST FLAVOR PINTS 16OZ",6562
"548",2,"BBNY CARAMEL KRUNCH BARS 12EA",34
"549",2,"BBNY CHAMP CONE VAN 6EA",45
"550",2,"BBNY FUDGE BARS 12EA",11
"551",2,"BBNY SWT FRDM IC LITES 12EA",46
"552",2,"BBNY SWT FRDM KRNCH LT 12EA",48
"553",2,"BBUNNY SWT FRDM FDG LT 12PK 12EA",47
"554",2,"BJ SMORES 16OZ",51
"555",2,"BLU BUNNY MINI SWRL BDAY PARTY IC CONE",21
"556",2,"BLUE BELL AST SHERBET 32OZ",691
"557",2,"BLUE BELL BANANA POPS",156
"558",2,"BLUE BELL BRTHDAY CK CUPS 12EA",94
"559",2,"BLUE BELL CHOC ECLAIR BAR 1EA",1
"560",2,"BLUE BELL COCONUT FRUIT BARS",161
"561",2,"BLUE BELL COTTON CANDY BARS",54
"562",2,"BLUE BELL DBL VNLA IC SNDW 1EA",104
"563",2,"BLUE BELL DREAM BAR",205
"564",2,"BLUE BELL HMADE VAN CUPS 12EA",322
"565",2,"BLUE BELL KRUNCH BARS 12EA",346
"566",2,"BLUE BELL LIME FRUIT BARS",217
"567",2,"BLUE BELL MINI CONE 12EA",164
"568",2,"BLUE BELL MINI PARTY CONES",79
"569",2,"BLUE BELL MOOO BAR",7
"570",2,"BLUE BELL PEACH FRUIT BARS",140
"571",2,"BLUE BELL SOUR POPS GREEN APPLE",35
"572",2,"BLUE BELL STRAWBERRY DIPPED FRUIT BARS",146
"573",2,"BLUE BELL STRWBRY SHRTCK BR 1EA",99
"574",2,"BLUE BUNNY BIG FUDGE BARS",37
"575",2,"BLUE BUNNY MINI SWIRLS VANILLA CONES 18OZ",78
"576",2,"BLUE BUNNY ORANGE DREAM BAR 2.25OZ",17
"577",2,"BLUE BUNNY ORIG BOMB POP 12PK/1.75 FL OZ",91
"578",2,"BLUEBELL MINI RAINBOWS 24EA",97
"579",2,"BLUEBELL MOOO BARS 12EA",384
"580",2,"BLUEBELL NS ADDED PT 16OZ",133
"581",2,"BLUEBELL SF BULLETS 24EA",128
"582",2,"BLUEBELL SHERBET RAINBOW 16OZ",144
"583",2,"BOMB POP HWN PNCH 12PK",28
"584",2,"BREYER NAT LT CRMY VANILLA 48OZ",11
"585",2,"BREYER NTRL CHRY VANILLA 56OZ",16
"586",2,"BREYER NTRL FRCH VAN 56OZ",46
"587",2,"BREYER VANILLA ICE CREAM 56OZ",98
"588",2,"BREYERS BLASTS BDAY",11
"589",2,"BREYERS CARB SMART CHOC",1
"590",2,"BREYERS CARB SMART CHOC 48OZ",49
"591",2,"BREYERS CO B GS THIN MINTS",20
"592",2,"BREYERS CO BRAND M&MS",10
"593",2,"BREYERS FAT FREE CRMY VAN 48OZ",9
"594",2,"BREYERS LACTOSE FREE VAN 56OZ",48
"595",2,"BREYERS NAT ROCKY ROAD 56OZ",29
"596",2,"BREYERS NAT STRAWBERRY 56OZ",18
"597",2,"BREYERS NSA VANILLA 48OZ",19
"598",2,"BREYERS NTRL CHOC 48OZ",43
"599",2,"BREYERS SNICKERS IC CRM 48OZ",40
"600",2,"BREYERS WFL CONE W/HERSHEY CHOC CHP",21
"601",2,"BRYER SMRT CARB VAN I/C 56OZ",47
"602",2,"BRYERS OREO CHOC CKIE&CRM",20
"603",2,"BRYRS CRBSMRT ALMD I/C BAR 6PK",63
"604",2,"CADBURY CARAMELLO RED FAT IC BAR 12OZ",8
"605",2,"CADBURY CHOC ALMD RED FAT IC BAR",12
"606",2,"CIAO BELLA KEY LIME GRHM GEL SQ 3 OZ",29
"607",2,"CLEMMYS IC CHOC CHIP",13
"608",2,"CLEMMYS IC CHOCOLATE",7
"609",2,"CLEMMYS IC TSTD ALMOND",2
"610",2,"CLEMMYS IC VANILLA BEAN",8
"611",2,"COTTON CANDY BAR",32
"612",2,"DAN OIKOS GRK FRZN YGRT CAFE LATTE",12
"613",2,"DAN OIKOS GRK FRZN YGRT CHOC",41
"614",2,"DAN OIKOS GRK FRZN YGRT KEY LIME",9
"615",2,"DAN OIKOS GRK FRZN YGRT STRWBRY",10
"616",2,"DIANA BANANAS BABIES DARK CHOC",45
"617",2,"DIANAS BANABAS BABIES MILK CHOC",28
"618",2,"DIANAS BANANAS BABIES MLK CHOC W/PNUT",17
"619",2,"DREYER NSA SC VAN BEAN 48OZ",14
"620",2,"DREYER'S REAL STRWBRRIES 48OZ",5
"621",2,"DREYERS ASSORTED FRUIT BAR 12EA",98
"622",2,"DREYERS BUTTER PECAN IC 48OZ",17
"623",2,"DREYERS COOKIE DOUGH 48OZ",25
"624",2,"DREYERS FRN VANILLA ICRM 48OZ",3
"625",2,"DREYERS FRT BAR COCONUT 6CT",100
"626",2,"DREYERS FRUIT BAR STRAW 6PK",136
"627",2,"DREYERS LIGHT BUTTER PECAN 48OZ",32
"628",2,"DREYERS LIGHT CHOCOLATE 48OZ",9
"629",2,"DREYERS LIGHT FRENCH VAN 48OZ",15
"630",2,"DREYERS LIGHT MINT 48OZ",21
"631",2,"DREYERS LIGHT ROCKY ROAD 48OZ",24
"632",2,"DREYERS LIMITED EDITION 48OZ",21
"633",2,"DREYERS LT CARM DELIGHT 48OZ",30
"634",2,"DREYERS LT VANILLA 48OZ",33
"635",2,"DREYERS MINT CHOC CHIP 48OZ",35
"636",2,"DREYERS NEAPOLITAN 48OZ",13
"637",2,"DREYERS NSA BUTTER PECAN 48OZ",25
"638",2,"DREYERS NSA FDG TRACKS 48OZ",8
"639",2,"DREYERS NSA VANILLA 48OZ",30
"640",2,"DREYERS POMEGRANATE BARS",71
"641",2,"DREYERS ROCKY ROAD ICRM 48OZ",10
"642",2,"DREYERS VANILLA ICE CREAM 48OZ",32
"643",2,"DREYERS YOG KEY LIME PIE",4
"644",2,"DREYERS YOGURT FF VAN 48OZ",2
"645",2,"DREYRS SC YOG CRML PRALINE",13
"646",2,"DRUMSTICK NESTLE CRUNCH DPED",173
"647",2,"DRUMSTICK VANILLA",58
"648",2,"DRYERS SC MINT COOKIE CRNCH",5
"649",2,"DRYRD FRUIT BAR NSA VARIETY 12CT",98
"650",2,"DRYRS LOADED BUTTERFINGER 48OZ",15
"651",2,"DRYRS LT S/CHRN FDG TRACKS 48OZ",12
"652",2,"DRYRS LT S/CHRN LIMITED 48OZ",5
"653",2,"DRYRS LT S/CHRN VAN BEAN 48OZ",18
"654",2,"DRYRS SC YOG CAPPUCCINO CHP",3
"655",2,"DRYRS SC YOG CHOC FDG BRWN",13
"656",2,"ERTHBND FRM FRXN BRRY BSKT",109
"657",2,"ERTHBND FRM FRZN BLBRRY",95
"658",2,"ERTHBND FRM FRZN MNGO CHNK",65
"659",2,"ESKIMO PIE NSA DARK CHOC",10
"660",2,"FREAL BL/RSP/POM SMOOTHIE 16OZ",27
"661",2,"FREAL CAPPUCCINO COFFEE 16OZ",15
"662",2,"FREAL FRZN CAPP COFFEE 16OZ",1
"663",2,"FREAL MALT MILKSHAKE 16OZ",58
"664",2,"FREAL MANGO SMOOTHIE 16OZ",7
"665",2,"FREAL MILKSHAKE CHOC 16OZ",34
"666",2,"FREAL MILKSHAKE CKIES N CRM 16OZ",39
"667",2,"FREAL MILKSHAKE MINT CHIP 16OZ",27
"668",2,"FREAL MILKSHAKE REESES 16OZ",79
"669",2,"FREAL MILKSHAKE STRW 16OZ",17
"670",2,"FREAL MILKSHAKE VAN 16OZ",35
"671",2,"FREAL SMOOTHIE MANGO 16OZ",1
"672",2,"FREAL STRW/BAN SMOOTHIE 16OZ",25
"673",2,"FRUITTARE FRT MILK BANANA",23
"674",2,"FRUITTARE REAL FRT MANGO",16
"675",2,"FRZN TALENTI GELATO SCLN PSTCHO",1
"676",2,"GANDY I. CRM MOOSE TRACKS 64OZ",76
"677",2,"GANDY I.CRM CARAMEL CARIBOU 64OZ",40
"678",2,"GANDY I.CRM CHERRY VANILLA 64OZ",21
"679",2,"GANDY I.CRM NEAPOLITAN 64OZ",24
"680",2,"GANDY ICE CRM CHOCOLATE 64OZ",27
"681",2,"GANDY ICE CRM VANILLA 64OZ",72
"682",2,"GANDY SLIM & TRM VANILLA 64OZ",11
"683",2,"GANDYS VANILLA ICE CREAM 4QT 128OZ",137
"684",2,"GELATO CRML TFFEE CRNCH",2
"685",2,"GELATO EXPRSSO CPPCCNO CR",6
"686",2,"GELATO ROMAN CRM SWRL",9
"687",2,"GELATO TIRAMISU CHOC CFFE",4
"688",2,"HAAGEN DAZ CUP CHOC PNUT BTTR",88
"689",2,"HAAGEN DAZ VAN YOGURT 14OZ",12
"690",2,"HAAGEN DAZS BAR SLTD CRML",2
"691",2,"HAAGEN DAZS BTR PECAN 14OZ",58
"692",2,"HAAGEN DAZS CHOC ICE CREAM 14OZ",56
"693",2,"HAAGEN DAZS CHOC PNUT BTTR",53
"694",2,"HAAGEN DAZS COFFEE IC 14OZ",97
"695",2,"HAAGEN DAZS CUP CHOCOLATE",82
"696",2,"HAAGEN DAZS CUP COFFEE",140
"697",2,"HAAGEN DAZS CUP VANILLA",133
"698",2,"HAAGEN DAZS GELATO BLK CHRRY AMRTO",42
"699",2,"HAAGEN DAZS GELATO CAPPUCCINO",22
"700",2,"HAAGEN DAZS GELATO CUP SEA SLT CRML",41
"701",2,"HAAGEN DAZS GELATO CUP VAN BEAN",20
"702",2,"HAAGEN DAZS GELATO DRK CHOC CHP",26
"703",2,"HAAGEN DAZS GELATO LIMONCELLO",35
"704",2,"HAAGEN DAZS GELATO SEA SALT CRML",47
"705",2,"HAAGEN DAZS GELATO STRACCIATELL",18
"706",2,"HAAGEN DAZS GELATO VAN BEAN",9
"707",2,"HAAGEN DAZS RUM RAISIN 14OZ",40
"708",2,"HAAGEN-DAZ VAN BEAN 14OZ",14
"709",2,"HAG DAZ VANILLA 28OZ",70
"710",2,"HAGEN DAZ CHOCOLATE 28OZ",34
"711",2,"HAGEN DAZ COFFEE 28OZ",71
"712",2,"HAGEN DAZ STWBRRY IC 14OZ",55
"713",2,"HAGEN DAZ VANILLA ICE CREAM 14OZ",40
"714",2,"HAGEN DAZS CHOC CHOC CHP 14OZ",32
"715",2,"HAGEN DAZS VAN SWSS ALMD 14OZ",39
"716",2,"HD CARAMEL CONE CUP",27
"717",2,"HD COFFEE & ALMOND CRUNCH",45
"718",2,"HD SNACK VAN & ALMND",21
"719",2,"HD VAN CHOC PNUT BTR BAR",22
"720",2,"HGN DAZS CUP DULC DE LECHE",152
"721",2,"IMAGINE ALMND DREAM CAPP SWRL",41
"722",2,"JLLY LLMA SORBET 4SQZ PNAPLE",2
"723",2,"JOLLY LLAMA SORBET 45QZUP BAN CCNUT",7
"724",2,"JOLLY LLAMA SORBET 45QZUP MANGO",4
"725",2,"JOLLY LLAMA SORBET 45QZUP RSPBRY",7
"726",2,"JOLLY LLAMA SORBET 45QZUP STRAWBERRY",11
"727",2,"JULIES BLACKBERRY SORBET BAR 4CT",5
"728",2,"JULIES FUDGE BAR 4CT",16
"729",2,"JULIES ICRM SANDWICH 3OZ",8
"730",2,"KEMPS FF CHOC FRZN YOG",48
"731",2,"KEMPS FF CRML PRALINE FRZN YOG 48OZ",43
"732",2,"KEMPS FF NSA VAN YOG",60
"733",2,"KEMPS FF STRWBRY FRZN YOG 48OZ",39
"734",2,"KEMPS FF VAN FRZN YOG 48OZ",51
"735",2,"KEMPS FRZ YGRT VANILLA 56OZ",1
"736",2,"KEMPS LF BLK JCK CHRY YOG",58
"737",2,"KEMPS LF CHOC ALMND",39
"738",2,"KEMPS LF CRML BROWNIE YOG",45
"739",2,"KEMPS LF MOOSE TRKS YOG",64
"740",2,"KEMPS LF VAN BEAN YOG",75
"741",2,"KLONDIKE HEATH BAR 6PK 4,5OZ",64
"742",2,"KLONDIKE MINT CHOC CHIP",34
"743",2,"KLONDIKE ORIGINAL VAN 6PK 4,5OZ",78
"744",2,"KLONDIKE RED FAT NSA 6EA",47
"745",2,"KLONDIKE VANILLA SANDWICH",100
"746",2,"LIFEWAY KEFIR TT MANGO",32
"747",2,"LIFEWAY KEFIR TT ORIGINAL",4
"748",2,"LIFEWAY KEFIR TT PMGRANT",19
"749",2,"LIFEWAY KEFIR TT STRWBRY",22
"750",2,"LUIGIS ITAL ICE VARTY PK",49
"751",2,"LUIGIS ITALIAN ICE CHERRY",58
"752",2,"LUIGIS ITALIAN ICE NS VRTY",25
"753",2,"M/MAID SFT FRZN LEMONADE",34
"754",2,"M/MAID SFT FRZN LIMEADE",32
"755",2,"MAGNOLIA ICE CREAM CCNUT",5
"756",2,"MAGNOLIA ICE CREAM TRPCL AVCDO",18
"757",2,"MAGNOLIA ICE CREAM TRPCL UBE",22
"758",2,"MAGNUM DBL CARAMEL IC BARS",89
"759",2,"MAGNUM DBL CARAMEL ICE CRM BARS",1
"760",2,"MAGNUM GOLD 3PK",29
"761",2,"MINUTE MAID JUICE BARS",22
"762",2,"MOUNDS ICRM BARS 6CT",19
"763",2,"NE CLASSIC DRMSTICK COMBO 8CT",168
"764",2,"NE CLASSIC DRMSTK VNLLA 8EA",221
"765",2,"NESTLE LIL DRUM CHOC SWIRL",53
"766",2,"OSD ND CHOC VELVET OG 32OZ",6
"767",2,"OSD ND CREAMY VANILLA OG 32OZ",14
"768",2,"OSD ND NEOPOLITAN 32OZ",8
"769",2,"POPSICLE FIRECRACKER JR",71
"770",2,"POPSICLE FUDGSICLE NSA",106
"771",2,"POPSICLE JLY RNCHR AWESOME TWOSOME",1
"772",2,"POPSICLE OR/GR/CHRY 24EA",91
"773",2,"POPSICLE S/F OR/CH/GR 24PK",161
"774",2,"POPSICLE SCRIBBLERS 24EA",66
"775",2,"POPSICLE SF ORG/CHRY/GRP",47
"776",2,"POPSICLE SF TROPICALS 24PK",90
"777",2,"POPSICLE SOUR PATCH 18CT",6
"778",2,"RDRM VANILLA 16OZ",13
"779",2,"REESE'S ICE CREAM CUP",69
"780",2,"RICE DRM BITES VAN 6.6 OZ",16
"781",2,"RSH BWL MEAL IN A BWL OASIS",2
"782",2,"RSH BWL MEAL IN A BWL PWR",3
"783",2,"RSH BWL MEAL IN A BWL YOGA",3
"784",2,"RSH BWL ML IN A BWL ACAI GF",3
"785",2,"S COW TRUFFLE BAR CRML",58
"786",2,"S.COW CHOC.VAN SANDWICH 3CT",62
"787",2,"S/COW NSA VANILLA SANDWICH 6CT",51
"788",2,"SCOOPS BANANA NUT 64OZ",32
"789",2,"SCOOPS BUTTER PECAN 64OZ",50
"790",2,"SCOOPS CHOCOLATE 64OZ",65
"791",2,"SCOOPS CHOCOLATE CHIP 64OZ",53
"792",2,"SCOOPS COOKIES & CREAM 64OZ",56
"793",2,"SCOOPS LOWFAT CHOCOLATE 64OZ",40
"794",2,"SCOOPS LOWFAT VANILLA 64OZ",41
"795",2,"SCOOPS MUDSLIDE COFFEE I/C 64OZ",46
"796",2,"SCOOPS NEOPOLITAN 64OZ",50
"797",2,"SCOOPS ROCKY ROAD 64OZ",44
"798",2,"SCOOPS STRAWBERRY 64OZ",31
"799",2,"SCOOPS TSTD ALMOND FUDGE 64OZ",90
"800",2,"SCOOPS VANILLA 64OZ",246
"801",2,"SCOOPS VANILLA FUDGE 64OZ",36
"802",2,"SK ICE CRM SAND LF VAN 6EA",99
"803",2,"SKINNY COW COOKIES & CRM",79
"804",2,"SKINNY COW FUDGE BAR",32
"805",2,"SLIM A BEAR 100CAL VAN BAR 2OZ",71
"806",2,"SLIM ABEAR 100CA TOFF/FRVAN 8CT",79
"807",2,"SNICKERS ICE CRM BARS",107
"808",2,"SO DEL BAR CNUT ICRM ALM",26
"809",2,"SO DEL CNUT BAN SPLT MINI SNDW",8
"810",2,"SO DEL COCNT CHOC ICRM",11
"811",2,"SO DEL COCONT CKY DGH",22
"812",2,"SO DEL COCONT MLK ICRM",6
"813",2,"SO DEL COCONT MOCHA",21
"814",2,"SO DEL COCONT VAN",15
"815",2,"SO DELICIO SYICRM MIN SAN VAN 2,3OZ",11
"816",2,"SORBETTO BLOOD ORANGE",3
"817",2,"SORBETTO LEMON",6
"818",2,"SOUR POP GREEN APPLE",11
"819",2,"SOY DELC CHOC OBESSN OG2 16OZ",8
"820",2,"STNYFLD FRZN YOG DRK CHOC 16OZ",10
"821",2,"STNYFLD LF MNT CHO YGRT OG2 16OZ",17
"822",2,"STNYFLD NF VAN FDG YGRT OG2 16OZ",19
"823",2,"STNYFLD NF VAN YOGRT OG2 16OZ",16
"824",2,"STNYFLD YGRT FRZ FF BLUBRY",15
"825",2,"STONYFIELD YGRT FRZ FF CHOC",32
"826",2,"STONYFIELD YGRT FRZ FF HONEY",4
"827",2,"STONYFIELD YGRT FRZ FF VANILLA",10
"828",2,"STONYFIELD YOGURT FRZ NF BAR VAN W/CHOC",12
"829",2,"SWT FRDM VAN ICRM CONE 6CT",19
"830",2,"SYDRM BUTTER PECAN 16OZ",17
"831",2,"TALENTI BLOOD ORANGE",1
"832",2,"TALENTI BLOOD ORANGE SORBETTO 16OZ",16
"833",2,"TALENTI GELATO CARAMEL COOKIE CRUNCH",120
"834",2,"TALENTI GELATO CARIBBEAN COCONUT 16OZ",46
"835",2,"TALENTI GELATO CH/PNT BTR CUP",77
"836",2,"TALENTI GELATO COOKIE",1
"837",2,"TALENTI GELATO CRRBN COCNT",1
"838",2,"TALENTI GELATO CRRBN COCNT 16OZ",1
"839",2,"TALENTI GELATO DBL DRK CHOC",1
"840",2,"TALENTI GELATO DOUBLE DARK CHOC",79
"841",2,"TALENTI GELATO MILK CHOC",77
"842",2,"TALENTI GELATO MILK CHOC 16OZ",1
"843",2,"TALENTI GELATO PISTACHIO",67
"844",2,"TALENTI GELATO RMN RSPBRY",1
"845",2,"TALENTI GELATO ROMAN RASPBERRY SORBETTO",62
"846",2,"TALENTI GELATO SCLN PSTCHO",1
"847",2,"TALENTI GELATO SEA SALT",106
"848",2,"TALENTI GELATO TAHITIAN VANILLA BEAN 16OZ",89
"849",2,"TALENTI GELATO VANILLA BEAN",1
"850",2,"TALENTI GELATO VANILLA BEAN 16OZ",1
"851",2,"TOFUTTI CUTIES CHOCOLATE",1
"852",2,"TOFUTTI CUTIES MNT CHOC 8CT",2
"853",2,"TOFUTTI CUTIES VANILLA 8CT",9
"854",2,"WW BLACK CHERRY SWIRL GREEK FRZN YOG CUPS 12OZ",27
"855",2,"WW BLBRY SWRL BARS 6PK",52
"856",2,"WW CANDY BARS 6/2 FL OZ",105
"857",2,"WW CHOC SMTH BARS 12CT",34
"858",2,"WW CKIES&CRM BARS",50
"859",2,"WW DARK CHOCOLATE RASPBERRY BARS 12PK",63
"860",2,"WW DIVINE TRIPLE CHOCOLATE BARS",32
"861",2,"WW DRK CHOC RSPB BARS",1
"862",2,"WW ENGLSH TFEE CRCH BAR 12CT",123
"863",2,"WW GIANT CHOC FUDGE BAR 24OZ",135
"864",2,"WW GIANT LATTE BAR 6PK",37
"865",2,"WW LOW FAT ICECREAM CHOC FUDGE BROWNIE CUPS 12OZ",41
"866",2,"WW LOW FAT ICECREAM MINT CHIP CUPS 12OZ",27
"867",2,"WW PCH SWIRL BARS 6PK",39
"868",2,"WW SNACK SIZE VAN FUDGE SWRL CONES",55
"869",2,"WW SNCK SZ RD VELVET 8PK",14
"870",2,"WW SNK SZ CHOC FDG BARS",84
"871",2,"WW SNK SZ VP ICE CRM SNDWCH",15
"872",2,"WW STRAWBERRY SMOOTHIE BARS",40
"873",2,"WW STRAWBERRY SWIRL GREEK FRZN YOG CUPS 12OZ",14
"874",2,"WW STRW SMOOTHIE BARS",1
"875",2,"WW VAN RND ICE CRM SNDWCH 24OZ",57
"876",2,"YASSO BLBRY BAR 4PK",20
"877",2,"YASSO COCONUT BAR 4PK",22
"878",2,"YASSO MANGO BAR 4PK",13
"879",2,"YASSO RASP BAR 4PK",17
"880",2,"YASSO STRW BAR 4PK",34
"881",2,"YORK PEPPERMINT ICRM PATTY 6CT",13
"882",3,"*CV*DIPPIN DOTS BAN SPLIT",56
"883",3,"*CV*DIPPIN DOTS BIRTHDAY CAKE",15
"884",3,"*CV*DIPPIN DOTS CHOC",62
"885",3,"*CV*DIPPIN DOTS CKIE DGH",50
"886",3,"*CV*DIPPIN DOTS CKIES/CRM",16
"887",3,"*CV*DIPPIN DOTS COTTON CANDY",25
"888",3,"*CV*DIPPIN DOTS ICE RNBW",53
"889",3,"*CV*DIPPIN DOTS MINT CHOC",18
"890",3,"*CV*DIPPIN DOTS STRAWBERRY",3
"891",3,"*CV*DIPPIN DOTS VAN ICE CRM",65
"892",3,"*D* CLEMMYS IC COFFEE",6
"893",3,"*D*B&JS COLBERT AMERICONE DRM 16OZ",1
"894",3,"*D*HD CHOCOLATE CUP 24PK",1
"895",3,"*D*HD COFFEE CUP 24PK",1
"896",3,"*D*HD DULCE DE LECHE CUP 24PK",1
"897",3,"*D*HD VANILLA CUP 24PK",1
"898",3,"*D*TALENTI GELATO MILK CHOC",1
"899",3,"*R* DREYERS FRT BAR LIME 6CT",50
"900",3,"*R* HD DULCE DE LECHE CARAMEL 14OZ",25
"901",3,"*S*KEMP'S CANDY CANE ICECREAM",20
"902",3,"*S*KEMP'S CINNAMON ICECREAM",58
"903",3,"*S*KEMP'S HOLIDAY VANILLA ICECREAM",18
"904",3,"*S*KEMP'S PUMPKIN PIE ICECREAM",46
"905",3,"ALDENS ICE CREAM CHOC CHP 48OZ",5
"906",3,"ALDENS ICE CREAM CKIE CRM 48OZ",14
"907",3,"ALDENS ICE CREAM VANILLA 48OZ",40
"908",3,"ALDENS ICRM MINT CHIP OG2 48OZ",4
"909",3,"ALMD DRM BITES VAN 6.6 OZ",17
"910",3,"ALMD DRM CHOCOLATE FROZN 16 OZ",23
"911",3,"ALMD DRM PRALINE CRNCH 16OZ",49
"912",3,"ALMD DRM VANILLA FROZL 16 OZ",5
"913",3,"ARTIC ZERO ICE CRM CHOC",13
"914",3,"ARTIC ZERO ICE CRM CHOC PNUT BTTR",14
"915",3,"ARTIC ZERO ICE CRM COFFEE",15
"916",3,"ARTIC ZERO ICE CRM COOKIE N CRM",12
"917",3,"ARTIC ZERO ICE CRM MINT CHOC CKY",11
"918",3,"ARTIC ZERO ICE CRM VANILLA",19
"919",3,"B BELL ASST FRZN YOGURT HG 64OZ",74
"920",3,"B BELL ASST GOLD ICE CRM HG 64OZ",5781
"921",3,"B BELL BROWN RIM I/CREAM HG 64OZ",1694
"922",3,"B BELL LIGHT I/CREAM HG 64OZ",167
"923",3,"B BELL NO SUGAR ADDED HG 64OZ",281
"924",3,"B&J BAN P/BTR GRK YOG",18
"925",3,"B&J BLBRY VAN GRHM GRK YOG",11
"926",3,"B&J CHEESECAKE BROWNIE 16OZ",69
"927",3,"B&J CHERRY GARCIA 16OZ",86
"928",3,"B&J CHERRY GARCIA CUP 12PK",157
"929",3,"B&J CHOC FDG BROWNIE 16OZ",101
"930",3,"B&J CHOC FDG BROWNIE CUP 12PK",169
"931",3,"B&J CHOCC CHP COOKIE DOUGH 16OZ",58
"932",3,"B&J CHUNKEY MONKEY 16OZ",45
"933",3,"B&J CINNAMON BUNS 16OZ",44
"934",3,"B&J COFFEE BUZZ",30
"935",3,"B&J COFFEE W/HEATH 16OZ",50
"936",3,"B&J COOKIE DOUGH CUP 12PK",189
"937",3,"B&J FY CHERRY GARCIA",36
